N_CONSEC,lengthSMMA,length1,SL_PCT,MTPS,trades,win_rate,avg_r,
5,2,11,0.0008,2,1202,0.379,0.322,387.1513762
5,2,11,0.0008,2,1202,0.379,0.322,387.1513762
5,2,11,0.0008,2,1202,0.379,0.322,387.1513762
5,2,11,0.0007,2,1206,0.378,0.318,384.0320188
5,2,11,0.0007,4,1315,0.378,0.318,418.5320188
5,2,13,0.0007,4,1223,0.371,0.296,362.2904096
5,2,13,0.0007,4,1223,0.371,0.296,362.2904096
5,4,11,0.0007,2,1381,0.372,0.296,408.1774649
5,3,11,0.0007,2,1340,0.371,0.294,394.0871994
5,3,11,0.0007,2,1340,0.371,0.294,394.0871994
5,2,11,0.001,4,1292,0.372,0.292,377.3148091
5,2,10,0.0008,2,1228,0.371,0.291,357.6513762
5,2,11,0.0009,2,1196,0.370,0.291,348.2382268
5,2,12,0.0007,2,1179,0.370,0.291,343.2060486
5,2,10,0.0008,4,1364,0.370,0.291,396.6513762
5,3,11,0.0007,3,1550,0.370,0.290,450.0871994
5,3,11,0.0007,3,1550,0.370,0.290,450.0871994
5,4,12,0.0007,2,1365,0.371,0.290,395.8609909
5,4,12,0.0007,2,1365,0.371,0.290,395.8609909
5,2,12,0.0007,3,1265,0.369,0.289,365.7060486
5,2,10,0.0007,4,1372,0.369,0.286,393.0320188
5,3,12,0.0007,3,1493,0.368,0.286,426.5605198
5,2,10,0.0007,3,1362,0.368,0.283,385.5320188
5,2,9,0.0007,4,1437,0.367,0.282,405.0320188
5,2,9,0.0007,4,1437,0.367,0.282,405.0320188
5,2,9,0.0007,4,1437,0.367,0.282,405.0320188
5,4,11,0.0007,3,1664,0.368,0.281,468.1774649
4,3,11,0.0007,2,1413,0.367,0.281,396.8544643
5,3,11,0.0007,4,1573,0.367,0.280,441.0871994
5,2,9,0.0007,2,1259,0.367,0.280,352.0320188
5,2,9,0.0007,2,1259,0.367,0.280,352.0320188
5,2,9,0.0007,3,1426,0.367,0.279,398.5320188
4,3,12,0.0007,3,1705,0.365,0.276,470.3299845
5,3,10,0.0007,3,1619,0.365,0.274,444.0871994
5,3,10,0.0007,3,1619,0.365,0.274,444.0871994
4,2,10,0.0007,2,1370,0.365,0.274,375.5199479
5,4,11,0.0007,4,1702,0.365,0.273,465.1774649
5,2,12,0.0009,4,1255,0.364,0.272,341.1922311
4,2,11,0.001,3,1566,0.365,0.272,425.2363178
4,2,11,0.001,3,1566,0.365,0.272,425.2363178
5,2,13,0.0008,2,1150,0.364,0.271,311.9399682
4,3,12,0.0007,2,1395,0.364,0.271,377.8299845
4,3,13,0.0007,4,1667,0.364,0.269,448.9799711
4,3,13,0.0007,4,1667,0.364,0.269,448.9799711
5,3,10,0.0007,2,1367,0.363,0.267,365.6631413
5,3,10,0.0007,2,1367,0.363,0.267,365.6631413
5,3,12,0.0008,2,1309,0.364,0.267,349.5342794
5,3,12,0.0008,2,1309,0.364,0.267,349.5342794
4,2,13,0.001,4,1476,0.364,0.266,393.3530378
4,2,10,0.0007,3,1658,0.362,0.266,441.0199479
4,2,10,0.0007,4,1705,0.362,0.266,453.5199479
5,4,12,0.0008,3,1590,0.364,0.266,422.6887738
4,2,11,0.001,4,1590,0.364,0.266,422.2363178
5,3,13,0.0007,3,1442,0.363,0.266,382.8716846
5,3,13,0.0007,3,1442,0.363,0.266,382.8716846
5,3,13,0.0007,4,1452,0.362,0.262,379.8716846
5,3,13,0.0007,4,1452,0.362,0.262,379.8716846
5,2,13,0.001,4,1210,0.362,0.261,315.6681143
4,3,11,0.0007,4,1817,0.361,0.261,473.7785224
4,3,11,0.0008,2,1408,0.361,0.259,365.1432412
5,2,9,0.0008,2,1257,0.361,0.259,325.1513762
5,4,12,0.0008,4,1619,0.361,0.258,418.1887738
5,4,12,0.0008,4,1619,0.361,0.258,418.1887738
5,3,10,0.0007,4,1654,0.360,0.258,426.5871994
5,2,13,0.0009,4,1214,0.360,0.258,312.7564676
4,2,11,0.0009,2,1348,0.361,0.257,346.41753
5,2,13,0.0009,3,1212,0.360,0.257,311.2564676
5,4,13,0.0008,2,1340,0.361,0.256,343.6887738
5,4,13,0.0008,4,1552,0.361,0.256,397.6887738
5,3,11,0.001,2,1323,0.360,0.252,333.2775284
4,2,11,0.0008,3,1596,0.358,0.251,400.418719
4,4,11,0.0007,2,1434,0.358,0.250,357.969361
4,4,11,0.0007,2,1434,0.358,0.250,357.969361
4,4,11,0.0007,2,1434,0.358,0.250,357.969361
4,4,11,0.0007,2,1434,0.358,0.250,357.969361
4,4,10,0.0007,2,1440,0.359,0.249,358.7265803
5,3,11,0.0008,3,1538,0.358,0.249,383.0576241
4,2,11,0.0009,3,1581,0.358,0.249,393.41753
4,2,12,0.0008,4,1565,0.358,0.249,389.4298009
4,2,12,0.0008,4,1565,0.358,0.249,389.4298009
5,2,13,0.001,2,1141,0.358,0.248,283.1681143
4,2,11,0.0008,4,1622,0.358,0.248,402.418719
4,2,12,0.0008,2,1342,0.358,0.248,332.4298009
4,3,12,0.0008,3,1692,0.358,0.247,418.5593213
4,2,11,0.0009,4,1606,0.357,0.247,396.41753
4,2,10,0.001,3,1612,0.358,0.247,397.6597186
5,4,11,0.0008,4,1687,0.357,0.245,413.4656886
4,4,12,0.0007,2,1415,0.357,0.243,343.4865693
4,4,12,0.0007,3,1787,0.356,0.243,433.4865693
4,2,12,0.0009,2,1333,0.356,0.242,322.9273805
5,3,11,0.0008,4,1561,0.356,0.242,377.5576241
4,3,11,0.0008,4,1800,0.356,0.241,433.014292
4,3,9,0.0007,2,1446,0.355,0.240,346.854394
4,4,9,0.0007,2,1452,0.356,0.240,348.23792
4,2,12,0.0009,3,1531,0.355,0.239,366.4273805
4,2,12,0.0009,4,1552,0.355,0.238,369.9273805
5,3,10,0.0008,3,1605,0.355,0.238,382.5576241
5,3,10,0.0008,3,1605,0.355,0.238,382.5576241
5,2,9,0.0009,2,1250,0.355,0.238,297.7382268
5,3,12,0.0009,3,1472,0.355,0.238,350.5690632
5,3,12,0.0009,3,1472,0.355,0.238,350.5690632
4,3,12,0.0008,4,1736,0.355,0.238,413.0593213
5,3,10,0.0008,2,1363,0.354,0.236,322.1865733
5,3,12,0.001,3,1461,0.355,0.235,343.3007324
5,3,9,0.0008,2,1385,0.355,0.235,325.0265244
4,2,13,0.0009,3,1476,0.354,0.234,344.8249967
5,4,10,0.0007,3,1746,0.354,0.233,407.1774649
5,4,11,0.0009,2,1369,0.354,0.233,318.809125
5,4,11,0.0009,2,1369,0.354,0.233,318.809125
4,2,9,0.0008,3,1719,0.353,0.233,399.918719
4,2,9,0.0008,3,1719,0.353,0.233,399.918719
4,3,13,0.0009,3,1612,0.354,0.232,373.7771747
4,3,12,0.001,2,1380,0.354,0.232,319.90951
4,3,12,0.001,2,1380,0.354,0.232,319.90951
4,2,13,0.0009,2,1314,0.354,0.231,303.8249967
5,3,13,0.001,2,1280,0.354,0.231,295.769893
5,4,12,0.0009,2,1354,0.354,0.231,312.5629785
5,4,12,0.0009,2,1354,0.354,0.231,312.5629785
4,3,13,0.0009,2,1366,0.354,0.231,315.2771747
4,3,13,0.0009,2,1366,0.354,0.231,315.2771747
5,3,11,0.0009,3,1522,0.353,0.230,349.589814
4,4,12,0.0007,4,1866,0.353,0.229,427.9865693
5,3,13,0.0009,2,1281,0.353,0.229,293.363178
5,3,13,0.0009,2,1281,0.353,0.229,293.363178
5,3,13,0.0009,2,1281,0.353,0.229,293.363178
4,4,12,0.0008,3,1772,0.353,0.229,405.6757482
4,4,12,0.0008,3,1772,0.353,0.229,405.6757482
4,3,13,0.001,2,1361,0.353,0.226,308.1800643
4,3,13,0.001,2,1361,0.353,0.226,308.1800643
4,3,10,0.0007,4,1944,0.351,0.225,438.278452
4,3,10,0.0007,4,1944,0.351,0.225,438.278452
5,4,13,0.0009,3,1524,0.352,0.225,342.4720661
5,4,13,0.0009,3,1524,0.352,0.225,342.4720661
4,2,9,0.0008,4,1791,0.351,0.224,401.418719
4,3,13,0.0009,4,1643,0.351,0.224,367.2771747
4,3,13,0.0009,4,1643,0.351,0.224,367.2771747
4,2,10,0.0009,4,1676,0.350,0.222,371.91753
4,3,11,0.001,2,1396,0.350,0.222,309.7827328
4,3,11,0.001,2,1396,0.350,0.222,309.7827328
5,3,13,0.001,3,1417,0.351,0.221,313.8117726
4,4,11,0.0008,2,1427,0.350,0.221,315.2231909
5,4,13,0.0009,4,1545,0.350,0.219,338.9720661
5,4,13,0.0009,4,1545,0.350,0.219,338.9720661
4,3,10,0.0008,2,1423,0.350,0.219,312.0806797
5,3,13,0.0009,4,1432,0.350,0.219,313.863178
4,3,12,0.0009,4,1720,0.349,0.217,373.7195318
4,4,11,0.0007,4,1951,0.349,0.215,419.9865693
4,3,12,0.0009,2,1386,0.348,0.215,298.2195318
4,3,13,0.001,4,1633,0.349,0.214,348.721944
5,4,9,0.0008,3,1812,0.349,0.213,386.0883656
4,4,13,0.0009,2,1389,0.349,0.213,295.6628347
4,3,11,0.0009,2,1402,0.347,0.213,298.3496828
4,3,11,0.0009,2,1402,0.347,0.213,298.3496828
4,3,11,0.0009,4,1779,0.347,0.210,374.1795057
4,3,11,0.0009,4,1779,0.347,0.210,374.1795057
5,4,10,0.0008,3,1730,0.347,0.210,363.4656886
4,3,9,0.001,2,1429,0.348,0.209,298.6885919
5,4,11,0.0009,4,1674,0.347,0.209,349.809125
4,4,13,0.0009,3,1696,0.347,0.208,352.6628347
4,4,13,0.0009,3,1696,0.347,0.208,352.6628347
5,4,13,0.001,2,1323,0.348,0.207,273.8180427
5,4,13,0.001,2,1323,0.348,0.207,273.8180427
4,4,9,0.0007,4,2184,0.346,0.204,446.3983508
5,3,9,0.0009,2,1376,0.346,0.204,281.0621698
5,3,9,0.0009,2,1376,0.346,0.204,281.0621698
5,4,10,0.0008,4,1795,0.345,0.201,361.4656886
4,3,10,0.001,2,1411,0.345,0.201,283.9932153
5,3,10,0.0009,2,1353,0.344,0.201,272.259991
4,3,10,0.001,3,1784,0.345,0.201,358.168124
5,3,10,0.0009,4,1620,0.344,0.201,325.089814
5,3,9,0.0008,4,1741,0.345,0.200,348.3975752
5,3,9,0.0008,4,1741,0.345,0.200,348.3975752
4,3,10,0.0008,3,1824,0.344,0.200,363.9517305
5,4,13,0.001,4,1530,0.346,0.199,304.8180427
5,4,13,0.001,4,1530,0.346,0.199,304.8180427
5,3,10,0.001,4,1602,0.345,0.198,317.8194081
4,4,13,0.001,2,1377,0.346,0.198,272.6751386
4,3,9,0.0009,2,1434,0.344,0.198,283.6391078
4,4,11,0.0008,4,1930,0.344,0.197,380.6757482
5,4,9,0.001,2,1398,0.345,0.196,273.5059019
4,4,13,0.001,4,1728,0.344,0.194,334.6751386
4,4,13,0.001,4,1728,0.344,0.194,334.6751386
5,3,9,0.001,3,1645,0.343,0.191,313.3852821
4,4,12,0.001,3,1727,0.343,0.190,328.3871485
4,4,12,0.001,3,1727,0.343,0.190,328.3871485
4,3,9,0.001,3,1846,0.342,0.190,349.8635006
4,4,11,0.001,3,1781,0.343,0.189,337.2017444
4,4,11,0.0009,3,1811,0.341,0.187,338.8719696
4,4,11,0.0009,3,1811,0.341,0.187,338.8719696
4,4,9,0.0008,4,2157,0.340,0.185,399.036057
4,4,9,0.0008,4,2157,0.340,0.185,399.036057
4,3,10,0.0009,2,1417,0.340,0.185,262.1391078
5,4,9,0.0009,3,1791,0.340,0.183,326.8626157
4,3,9,0.0008,4,2034,0.339,0.182,370.9517305
4,3,10,0.0009,3,1803,0.339,0.181,325.9603477
4,4,9,0.0008,3,1954,0.339,0.181,352.838315
4,4,12,0.001,4,1801,0.340,0.180,324.3871485
4,3,9,0.001,4,1975,0.339,0.179,353.8635006
4,3,9,0.001,4,1975,0.339,0.179,353.8635006
4,4,11,0.0009,4,1909,0.338,0.178,338.8719696
5,4,10,0.0009,3,1716,0.337,0.173,297.309125
4,3,10,0.0009,4,1897,0.336,0.170,322.9603477
5,4,9,0.001,3,1767,0.337,0.166,292.5453179
4,4,9,0.0009,3,1931,0.335,0.164,316.357563
5,4,10,0.0009,4,1778,0.333,0.160,284.309125
5,4,10,0.0009,4,1778,0.333,0.160,284.309125
5,4,10,0.001,3,1690,0.334,0.158,267.1451843
5,4,9,0.001,4,1855,0.334,0.158,292.7436433
5,4,9,0.001,4,1855,0.334,0.158,292.7436433
5,4,10,0.001,4,1748,0.332,0.154,268.6451843
,,,,,,,,x